date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:40:56	169842/169842	---M--	200	added ('OK')	image/jpeg	etag:%2229772-4b6165648f400%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-ubi_grfs001.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-ubi_grfs001.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:40:57	22170/22170	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:40:56%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/12-y2s1-pathfinding	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/12-y2s1-pathfinding.html	(from http://my-site:5000/cms/joomla17/index.php)
23:41:14	136737/136737	---M--	200	added ('OK')	image/jpeg	etag:%2221621-4b6166a316380%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-cgt21_astar004.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-cgt21_astar004.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:41:14	105106/105106	---M--	200	added ('OK')	image/jpeg	etag:%2219a92-4b616562a6f80%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-cgt31_tool001.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-cgt31_tool001.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:41:14	154140/154140	---M--	200	added ('OK')	image/jpeg	etag:%2225a1c-4b61673d95000%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-cgt11_fgame003.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-cgt11_fgame003.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:41:16	23682/23682	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:41:14%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/64-ogre3d-scene-manipulator-2007	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/64-ogre3d-scene-manipulator-2007.html	(from http://my-site:5000/cms/joomla17/index.php)
23:41:18	32292/32292	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:41:16%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/29-y3s2-group-project	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/29-y3s2-group-project.html	(from http://my-site:5000/cms/joomla17/index.php)
23:41:20	16700/16700	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:41:18%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/3-y1s1-flashbanner	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/3-y1s1-flashbanner.html	(from http://my-site:5000/cms/joomla17/index.php)
23:41:27	75475/75475	---M--	200	added ('OK')	image/jpeg	etag:%22126d3-4b6165648f400%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-cgt32_ogre017.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-cgt32_ogre017.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:41:29	23413/23413	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:41:27%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/27-y3s1-ps2-vectorunits	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/27-y3s1-ps2-vectorunits.html	(from http://my-site:5000/cms/joomla17/index.php)
23:41:33	98810/98810	---M--	200	added ('OK')	image/jpeg	etag:%22181fa-4b61673bacb80%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-cgt11_banner001.jpg	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-cgt11_banner001.jpg	(from http://my-site:5000/cms/joomla17/index.php)
23:41:34	347073/347073	---M--	200	added ('OK')	image/png	etag:%2254bc1-4b66e972fe980%22	http://my-site:5000/cms/joomla17/cache/lofthumbs/560x315-old_eq001.png	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/cache/lofthumbs/560x315-old_eq001.png	(from http://my-site:5000/cms/joomla17/index.php)
23:41:35	22584/22584	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2022:41:33%20GMT	http://my-site:5000/cms/joomla17/index.php/projects/personal-works/15-y2s2-opengl	h:/web3_joomla17/web3/my-site_5000/cms/joomla17/index.php/projects/personal-works/15-y2s2-opengl.html	(from http://my-site:5000/cms/joomla17/index.php)
